ID,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,long,sqft_living15,sqft_lot15
1524079188,20140729T000000,"7,856,000.00",4,5.25,5240,320917,2,0,2,3,10,5240,0,2006,0,682002,76.255875,1930,68824
1525059112,20141018T000000,"7,856,000.00",3,2.5,2240,41339,1,0,0,4,9,2240,0,1945,1992,682304,76.3219,2900,45738
1525059160,20140731T000000,"7,860,000.00",4,2.75,3410,95396,1.5,0,0,4,10,3410,0,1962,0,682023,76.2695,3721,35352
1525059190,20140912T000000,"7,860,000.00",5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,682036,76.2966,3530,38917
1525059198,20140521T000000,"7,860,000.00",3,2.25,2760,40946,2,0,0,5,10,2760,0,1978,0,682027,76.2657,3030,42253
1525059261,20150505T000000,"7,860,000.00",5,4.5,5160,44315,2,0,0,3,12,5160,0,1996,0,682006,76.277,4760,44315
1525069134,20150312T000000,"7,860,000.00",4,3.5,3790,90169,2,0,0,3,11,3790,0,1998,0,682013,76.2942,3410,46951
1526059051,20140828T000000,"7,860,000.00",2,2,1600,64468,1,0,0,3,7,1600,0,1950,0,682026,76.2916,1950,64468
1535204365,20141124T000000,"7,860,000.00",2,1.75,1980,44550,2,0,1,5,7,1280,700,1977,0,683522,76.2099,1680,25343
1545800640,20140618T000000,"7,860,000.00",3,2,1260,8092,1,0,0,3,7,1260,0,1986,0,683561,76.3946,1950,8092
1552100135,20140609T000000,"7,860,000.00",3,2.5,2850,10474,1,0,0,4,8,1730,1120,1954,0,682029,76.2688,2820,10474
1560870470,20140731T000000,"7,860,000.00",4,2.5,2080,2999,2,0,0,3,8,2080,0,1998,0,682025,76.32097312,1630,3148
1561600056,20141017T000000,"7,870,000.00",4,3.5,4010,9654,2,0,0,3,10,4010,0,2007,0,683515,76.1753,1870,9873
1561600095,20140514T000000,"7,870,000.00",4,2,2290,11137,1,0,0,4,8,2290,0,1955,0,682504,76.2543,2300,10463
1561750040,20141224T000000,"7,876,400.00",5,4.5,4350,13405,2,0,0,3,11,4350,0,2014,0,682502,76.2085,3990,7208
1563102965,20140811T000000,"7,880,000.00",4,3.5,3130,5000,3,0,0,3,10,3130,0,2014,0,682304,76.3219,1950,5152
1566100595,20140514T000000,"7,880,000.00",3,1,1260,8280,1,0,0,3,6,1260,0,1946,0,682024,76.2901,2100,8280
1568100920,20150408T000000,"7,880,000.00",4,2.5,3440,14554,2,1,4,3,8,2170,1270,2012,0,682505,76.2245,3170,11810
1592000780,20140523T000000,"7,880,000.00",3,2.5,2600,10092,1,0,0,3,9,2600,0,1984,0,683519,76.2422,2440,9298
1623069046,20150312T000000,"7,880,000.00",4,3.5,4070,336283,2,0,0,3,11,4070,0,2006,0,682005,76.25686132,3020,44613
1623300160,20140506T000000,"7,880,000.00",2,2,1100,3000,1.5,0,0,3,7,1100,0,1912,2005,683517,76.2669,1390,4000
1623300325,20141021T000000,"7,880,000.00",5,3.5,2810,2700,2,0,0,5,9,1900,910,1910,0,682026,76.2916,1510,3800
1624059224,20140618T000000,"7,880,000.00",4,3.5,4680,9700,2,0,0,3,10,3360,1320,2005,0,682027,76.2599,2800,12343
1625069101,20140707T000000,"7,885,000.00",4,3,5430,108900,2,0,0,4,10,5430,0,1987,0,682502,76.2085,3170,107076
1630700380,20150130T000000,"7,889,500.00",5,5.75,7730,230868,2,0,0,3,12,6660,1070,2004,0,682006,76.277,2660,39292
1646502355,20150403T000000,"7,890,000.00",4,3.25,3080,4120,2,0,0,3,9,2380,700,2014,0,682013,76.294,1410,4120
1651500040,20140801T000000,"7,898,000.00",4,4,4360,12081,2,0,0,3,10,4360,0,2007,0,682505,76.2226,2180,10800
1651800010,20140702T000000,"7,899,000.00",4,1.75,2610,21600,1,0,0,4,8,2610,0,1966,0,682013,76.2951,2920,20330
1651800030,20140829T000000,"7,899,000.00",4,2.25,2920,20400,1,0,0,4,11,2920,0,1966,0,682022,76.3275,3080,20400
1652500010,20150326T000000,"7,899,000.00",4,3.5,4420,20759,2,0,0,3,11,4420,0,2003,0,682011,76.2851,3020,20666
1652500060,20140711T000000,"7,899,000.00",8,2.75,4040,20666,1,0,0,4,9,2020,2020,1962,0,682022,76.3272,3670,20500
1668500090,20150402T000000,"7,899,000.00",3,2.5,2770,39529,2,0,0,3,9,2770,0,1987,0,683516,76.2103,3010,35435
1682000350,20140708T000000,"7,899,980.00",3,1,1400,7360,1,0,0,4,7,1400,0,1968,0,686681,76.4728,1600,8030
1689400375,20140805T000000,"7,900,000.00",4,3.25,3100,3900,2,0,2,5,9,2090,1010,1923,0,682034,76.2875,2110,3900
1689401230,20140625T000000,"7,900,000.00",3,1.5,2680,4775,2,0,2,5,8,1880,800,1913,0,682502,76.2085,2280,5947
1692900095,20140618T000000,"7,900,000.00",4,2.75,3870,10046,2,0,0,3,11,3870,0,2005,0,682037,76.3382,3560,10046
1692900110,20150320T000000,"7,900,000.00",5,3.25,3080,13394,1,0,2,4,9,2230,850,1968,0,682003,76.2761,2810,10720
1708400555,20140625T000000,"7,900,000.00",2,1.75,1610,6300,1,0,0,3,7,1010,600,1941,0,682011,76.2892,1370,5225
1721801010,20140903T000000,"7,900,000.00",3,1,1790,6120,1,0,0,3,6,1790,0,1937,1964,682030,76.36162,830,6120
1724069059,20140524T000000,"7,900,000.00",5,4,4580,4443,3,1,4,3,10,4580,0,2004,0,682005,76.266,2710,4443
1724069060,20150507T000000,"7,900,000.00",2,3.25,1550,1767,3,1,3,3,8,1550,0,2006,0,682021,76.4106,2710,3444
1724069062,20140714T000000,"7,900,000.00",2,3.25,2700,3444,3,1,3,3,9,2700,0,1990,0,682502,76.2085,2710,3444
1724069079,20150319T000000,"7,900,000.00",2,3.25,2070,3128,2,1,3,3,9,1760,310,1988,0,682034,76.2875,2740,3568
1724079013,20140718T000000,"7,900,000.00",3,2.25,1940,217800,2,0,0,3,9,1940,0,1990,0,683578,76.2979,2580,83558
1725059127,20150225T000000,"7,900,000.00",6,4.25,5550,11547,2,0,2,3,11,4270,1280,2014,0,682011,76.2858,3480,11547
1725059136,20141121T000000,"7,900,000.00",4,4.5,4510,12873,2,0,2,3,12,4510,0,1998,0,682002,76.249573,2200,8528
1725059182,20140701T000000,"7,900,000.00",4,2.5,3340,10422,2,0,0,3,10,3340,0,1996,0,682029,76.2688,1770,9490
1725059316,20141120T000000,"7,900,000.00",4,4,6330,13296,2,0,2,3,13,4900,1430,2000,0,682011,76.2874,2200,9196
1725059330,20150327T000000,"7,900,000.00",4,2.5,2570,9470,2,0,0,3,9,2570,0,2006,0,682509,76.2157,2570,10663
1726059134,20141010T000000,"7,900,000.00",3,2.5,2830,56628,2,0,0,3,11,2830,0,2001,0,682021,76.3742,2830,16430
1726600150,20150226T000000,"7,900,000.00",4,3,3510,12410,2,0,0,4,9,3510,0,1976,0,683511,76.306,3000,13209
1727001300,20140609T000000,"7,900,000.00",4,3.25,4130,112521,2,0,0,3,11,4130,0,1978,0,682002,76.24521,3140,26147
1727850340,20140929T000000,"7,900,000.00",4,2.75,3200,13729,2,0,0,3,11,3200,0,1984,0,682005,76.2621,4050,16921
1727850350,20141112T000000,"7,900,000.00",4,2.5,3480,12164,1.5,0,0,4,11,3480,0,1984,0,682027,76.2721,3960,16855
1732800310,20150302T000000,"7,900,000.00",4,3.75,2870,4500,2,0,3,3,10,2510,360,2012,0,682005,76.266,2870,6354
1732800780,20150212T000000,"7,900,000.00",5,3,4150,7500,2.5,0,4,5,11,3510,640,1909,0,682019,76.3162,2250,4050
1732800820,20140619T000000,"7,900,000.00",4,2.5,2440,3600,2.5,0,0,4,8,2440,0,1902,0,682016,76.2854,2440,5440
1732800865,20141002T000000,"7,900,000.00",4,2.5,3470,4160,2,0,0,3,9,2480,990,1927,0,682013,76.2948,2280,5440
1732801150,20140701T000000,"7,900,000.00",4,4.75,3970,9778,2,0,2,4,11,3390,580,1928,0,682011,76.2839,3970,8460
1732801300,20141008T000000,"8,200,000.00",2,2.5,2310,3313,2,0,0,3,9,2310,0,2006,0,682301,76.3539,2700,5670
1761100190,20140724T000000,"8,200,000.00",3,2.25,1470,6808,1,0,0,3,7,1160,310,1984,0,682030,76.372664,1570,7881
1762600090,20150424T000000,"8,200,000.00",4,2.5,3430,35120,2,0,0,3,10,3430,0,1984,0,682023,76.3186,3920,35230
1762600190,20141229T000000,"8,200,000.00",4,2.5,3170,47502,2,0,0,3,10,3170,0,1988,0,682036,76.2937,3190,35110
1762600260,20140522T000000,"8,200,000.00",4,3.25,3440,35021,2,0,0,3,10,3440,0,1983,0,682039,76.3164,3440,35021
1762600280,20140714T000000,"8,200,000.00",3,2.5,3430,28718,1.5,0,0,3,10,3430,0,1984,0,682023,76.2769725,3440,35021
1762600320,20140610T000000,"8,200,000.00",5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,682036,76.2923,3430,35096
1771110550,20141204T000000,"8,200,000.00",3,1,1330,9540,1,0,0,4,7,1330,0,1971,0,683101,76.36023,1250,10350
1773100604,20140721T000000,"8,200,000.00",3,3.25,1500,1442,2,0,0,3,8,1150,350,2007,0,682011,76.282533,1500,1533
1773600691,20140625T000000,"8,200,000.00",3,1,1150,11802,1,0,0,4,7,1150,0,1932,1958,682011,76.28068,1880,6082
1775500362,20141013T000000,"8,200,000.00",4,2.5,2601,34335,2,0,0,3,9,2601,0,1995,0,683519,76.2422,2080,32336
1775900220,20140922T000000,"8,200,000.00",3,1.5,1320,15053,1,0,0,3,7,1320,0,1979,0,682032,76.3159,1250,13368
1775910460,20150313T000000,"8,200,000.00",3,2.5,1630,15200,1,0,0,3,7,1120,510,1988,0,682311,76.4753,2050,15200
1776230180,20141008T000000,"8,200,000.00",4,2.5,2430,3249,2,0,0,3,8,2430,0,2010,0,683522,76.2044,2650,3844
1777500060,20140708T000000,"8,200,000.00",5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,683578,76.3083,2820,9375
1778360150,20140620T000000,"8,200,000.00",7,5.5,6630,13782,2,0,0,3,10,4930,1700,2004,0,682301,76.3472,4470,8639
1778500620,20140707T000000,"8,200,000.00",4,2.25,2360,4000,2,0,0,3,9,2360,0,2013,0,682013,76.2956,3040,4400
1788700070,20140627T000000,"8,200,000.00",2,1,810,8424,1,0,0,4,6,810,0,1959,0,683572,76.3555,820,8424
1788700295,20150311T000000,"8,200,000.00",3,1,1350,9680,1,0,0,4,7,820,530,1959,0,683572,76.4083,1320,9225
1788900230,20150403T000000,"8,200,000.00",3,1,840,9480,1,0,0,3,6,840,0,1960,0,682020,76.30831872,840,9420
1794501390,20150501T000000,"8,200,000.00",3,1.5,2540,2700,2,0,0,4,8,1630,910,1922,0,682027,76.2721,2520,5400
1795800040,20140903T000000,"8,200,000.00",4,3.25,5370,20388,2,0,4,4,11,5370,0,1990,0,682016,76.2942,2770,22270
1796360870,20141030T000000,"8,200,000.00",3,1.75,1460,8372,1,0,0,4,7,1460,0,1981,0,682030,76.3661,1220,7803
1796370180,20150508T000000,"8,200,000.00",3,2.25,1610,7423,2,0,0,4,7,1610,0,1990,0,683573,76.3708,1530,8102
1797500230,20140818T000000,"8,200,000.00",4,3,2570,4000,2,0,0,3,8,1750,820,1909,2014,682027,76.2515,1970,4000
1802000060,20140612T000000,"8,200,000.00",5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,682016,76.2854,3390,20158
1818800235,20140905T000000,"8,200,000.00",4,2.75,3410,7750,1,0,4,5,8,1710,1700,1958,0,682507,76.2545,3080,8525
1822059073,20150414T000000,"8,200,000.00",3,1,1380,12000,1,0,0,3,7,1380,0,1963,0,682032,76.3123,1890,22001
1822059382,20150102T000000,"8,200,000.00",3,1.75,1320,10416,1,0,0,3,7,1320,0,1996,0,683573,76.3673,1670,7991
1822360080,20141211T000000,"8,200,000.00",4,2.75,2730,6856,2,0,0,3,8,2730,0,2003,0,683579,76.3344,2520,5569
1823049182,20140915T000000,"8,200,000.00",3,2,1080,9225,1,0,0,2,7,1080,0,1955,0,686681,76.4728,1410,9840
1823099056,20141222T000000,"8,200,000.00",3,2.5,2810,435600,2,0,0,3,9,2810,0,1995,0,683516,76.1914,2380,92007
1824079052,20150401T000000,"8,200,000.00",4,3.25,4200,210394,2,0,0,4,10,4200,0,1993,0,682022,76.3286,2370,184694
1824079073,20150331T000000,"8,550,000.00",5,4.25,4650,108464,2,0,0,3,10,3260,1390,1999,0,683511,76.306,2810,155509
1827200265,20140911T000000,"8,550,000.00",2,2.75,3690,32044,2,1,4,3,12,3690,0,1989,0,682002,76.252372,2310,26988
1828000760,20140714T000000,"8,550,000.00",3,2,1540,8400,1,0,0,3,7,1180,360,1968,0,683514,76.1876,1550,8760
1829300130,20140717T000000,"8,550,000.00",4,2.5,3160,16564,2,0,0,3,10,3160,0,1987,0,683516,76.1862,3160,12415
1829300270,20140821T000000,"8,551,000.00",4,2.5,2780,13521,2,0,0,3,10,2780,0,1987,0,683516,76.2091,2980,11454
1832100055,20140630T000000,"8,556,000.00",5,3.25,4390,11250,2,0,0,3,10,4390,0,2007,0,682035,76.29033629,2160,9249
1839500065,20140805T000000,"8,557,480.00",3,1,1400,9450,1,0,0,4,7,1060,340,1955,0,682024,76.295,1400,8108
1839500115,20140712T000000,"8,560,000.00",4,1.5,2220,6811,1,0,0,4,7,1270,950,1961,0,683101,76.36023,1800,7350
1843100340,20150305T000000,"8,560,000.00",3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,0,683561,76.3949,2400,8049
1843100520,20140725T000000,"8,560,000.00",4,2.5,2770,9751,2,0,0,3,8,2770,0,1989,0,682011,76.2872351,2370,6950
1843130530,20141125T000000,"8,560,000.00",3,2,1640,5650,1,0,0,3,7,1640,0,2003,0,682032,76.31211,2250,5488
1853000530,20150312T000000,"8,560,000.00",4,3.75,5300,37034,2,0,0,3,11,5300,0,1989,0,682029,76.2686,3730,37034
1853080840,20150211T000000,"8,560,000.00",5,3.5,3700,7055,2,0,0,3,9,3700,0,2014,0,683511,76.306,3170,6527
1854750010,20140820T000000,"8,560,000.00",3,2.5,4190,9624,2,0,0,3,10,4190,0,1999,0,682029,76.2686,3650,8321
1854750030,20150407T000000,"8,560,000.00",3,3.5,3620,8072,2,0,0,3,10,2920,700,1999,0,682027,76.2599,3680,9624
1854750090,20140716T000000,"8,560,000.00",3,3.5,3680,11491,2,0,2,3,11,3680,0,1999,0,682301,76.3473,3710,10030
1860600135,20140502T000000,"8,560,000.00",5,2.5,3650,9050,2,0,4,5,10,3370,280,1921,0,682011,76.2872,2880,5400
1860600290,20140627T000000,"8,560,000.00",3,2.25,1670,4800,1.5,0,3,3,8,1670,0,1903,0,682036,76.2915,2300,4800
1860600535,20141220T000000,"8,560,000.00",4,3,2120,3600,2,0,3,4,8,1830,290,1908,1996,682013,76.2976,2120,3600
1862400471,20140820T000000,"8,560,000.00",3,3.25,1600,1289,3,0,0,3,8,1600,0,1998,0,686681,76.59644,1600,1376
1864700300,20141010T000000,"8,560,800.00",4,2.5,1970,7098,2,0,0,3,7,1970,0,2007,0,682011,76.35013419,1970,5361
1865800250,20141204T000000,"8,568,000.00",3,1.75,1010,6552,1,0,0,3,7,1010,0,1969,0,686681,76.4728,1010,6552
1872900065,20150410T000000,"8,575,000.00",3,1.75,1900,13600,1,0,0,4,8,1900,0,1956,0,682023,76.3181,2510,16600
1875500060,20140731T000000,"8,575,000.00",3,2,1890,14040,2,0,0,3,7,1890,0,1994,0,682311,76.4832,1890,14018
1888120140,20140709T000000,"8,578,000.00",5,4.5,4030,13474,2,0,0,3,11,4030,0,2000,0,683520,76.206,3860,12438
1898700050,20150428T000000,"8,578,000.00",3,1,1400,9690,1,0,0,3,7,1400,0,1969,0,683581,76.5512,1280,9600
1922000070,20140609T000000,"8,579,000.00",4,2.5,4250,19387,2,0,2,4,9,3260,990,1972,0,682016,76.2851,3690,17024
1922000180,20150402T000000,"8,580,000.00",4,3.75,3560,13959,2,0,0,4,9,3560,0,1972,0,682027,76.2599,3320,11834
1922039062,20150420T000000,"8,580,000.00",2,1.5,1008,26487,1,1,4,4,6,1008,0,1943,2002,683513,76.2413,1132,24079
1922059278,20141014T000000,"8,580,000.00",3,1,1010,11880,1,0,0,3,7,1010,0,1960,0,686681,76.5381,1150,9435
1923000030,20140728T000000,"8,580,000.00",4,2.5,3840,16619,2,0,1,4,10,3840,0,1983,0,682509,76.2065,3600,16553
1923000050,20150330T000000,"8,580,000.00",5,3.25,3930,12719,2,0,2,4,10,2540,1390,1974,0,682301,76.3573,3600,15909
1923000260,20141015T000000,"8,580,000.00",5,4.5,6200,23373,3,0,1,4,11,5050,1150,1988,0,682505,76.2199,3700,14486
1923069078,20140805T000000,"8,580,000.00",4,3.25,3180,194278,2,0,0,3,10,3180,0,2005,0,683511,76.306,2200,178160
1924059029,20140617T000000,"8,998,000.00",5,6.75,9640,13068,1,1,4,3,12,4820,4820,1983,2009,682024,76.30365,3270,10454
1924059254,20150508T000000,"8,999,000.00",5,3.75,3490,15246,1,0,1,4,10,1940,1550,1968,0,682013,76.2942,3410,15682
1924059319,20150320T000000,"8,999,000.00",5,4,4050,11358,2,0,0,4,10,2780,1270,1980,0,682013,76.2942,3120,13555
1925059073,20141010T000000,"8,999,000.00",5,1.75,2130,19180,1,0,0,3,8,1500,630,1968,0,682013,76.2953,3650,19180
1925059194,20141209T000000,"8,999,000.00",4,2.25,2840,20242,1,0,0,3,8,2240,600,1972,0,682003,76.2702,2840,20372
1925059200,20150407T000000,"8,999,000.00",4,2.5,2700,17853,2,0,0,4,9,2700,0,1960,0,682035,76.2864,3790,16672
1925059254,20150507T000000,"8,999,000.00",5,4,6670,16481,2,0,0,3,12,4960,1710,2007,0,682019,76.3129,4800,16607
1925069066,20140623T000000,"8,999,000.00",3,2.75,2810,18731,2,1,4,4,10,2810,0,1974,0,682005,76.26328808,3120,14810
1925069082,20150511T000000,"8,999,000.00",5,4.25,4640,22703,2,1,4,5,8,2860,1780,1952,0,683101,76.3549,3140,14200
1926069192,20140509T000000,"8,999,000.00",4,4.25,5860,52889,2,0,0,4,10,4910,950,1996,0,682027,76.2599,3320,39066
1929300305,20140623T000000,"8,999,000.00",4,3.75,3520,3944,1.5,0,0,5,8,2200,1320,1913,0,682023,76.2695,2310,4725
1930301325,20150423T000000,"8,999,000.00",3,2.75,2780,4000,2,0,2,5,8,1960,820,1904,0,682036,76.2937,1490,4800
1953400510,20140623T000000,"8,999,000.00",5,2.5,1740,8750,1,0,0,4,7,1740,0,1959,0,682020,76.31274257,1740,8750
1954430190,20140808T000000,"8,999,000.00",4,2.75,2050,7171,1,0,0,3,8,1540,510,1988,0,683578,76.2979,1960,7110
1954700410,20140801T000000,"8,999,000.00",4,3,4190,8805,2.5,0,2,5,9,3490,700,1928,0,682016,76.2934,3780,8558
1954700610,20141209T000000,"8,999,000.00",3,2.25,3360,7108,2,0,0,3,10,2770,590,1905,2004,683101,76.3536,3450,8558
1954700695,20140612T000000,"8,999,000.00",5,4.25,4860,9453,1.5,0,1,5,10,3100,1760,1905,0,683101,76.3603,3150,8557
1959700445,20140725T000000,"8,999,000.00",4,1.75,4060,5500,2,0,0,5,9,2660,1400,1924,0,682013,76.2945,3320,5500
1959701745,20141107T000000,"8,999,800.00",6,2.25,4910,6600,2.5,0,0,5,10,3580,1330,1910,0,682025,76.30362844,3280,5500
1959701800,20140702T000000,"8,999,980.00",3,3.5,4660,5500,2,0,4,5,10,3040,1620,1909,0,683101,76.3523,2980,5500
1962200435,20141110T000000,"8,999,980.00",4,1,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,682304,76.3219,1820,5400
1972200428,20140625T000000,"9,000,000.00",3,2.5,1400,1312,3.5,0,0,3,8,1400,0,2007,0,683514,76.2074,1350,1312
1972201511,20150210T000000,"9,000,000.00",3,2.5,1770,1714,3,0,0,3,8,1770,0,2012,0,683519,76.2422,1720,3360
1973700030,20150429T000000,"9,000,000.00",3,2.5,3430,10177,2,0,0,3,10,3430,0,2014,0,683101,76.3568,3110,12339
1994200031,20140620T000000,"9,000,000.00",3,2,1430,3480,1,0,0,3,7,980,450,1947,0,683513,76.2406,1450,4650
2021200370,20140901T000000,"9,000,000.00",3,2,3010,5000,2,0,2,5,9,1890,1120,1931,0,682507,76.2519,2688,5000
2021200530,20150225T000000,"9,000,000.00",4,2.75,3090,6600,1,0,2,3,9,1800,1290,1956,0,682509,76.2064,2380,5000
2024069008,20140619T000000,"9,000,000.00",5,4.75,5990,10450,2,1,4,3,11,4050,1940,2002,0,683101,76.3556,3330,14810
2024069128,20141110T000000,"9,000,000.00",3,2.5,3545,9816,1,0,0,3,10,2610,935,2005,0,682036,76.2939,3630,7704
2025049111,20140619T000000,"9,000,000.00",3,3.5,3870,3819,2,0,0,3,11,2760,1110,2002,0,682037,76.3465,2530,5500
2025049161,20140506T000000,"9,000,000.00",3,2.5,2200,1970,2,0,0,3,9,1610,590,2008,0,682039,76.3173,1890,3505
2025059026,20150225T000000,"9,000,000.00",4,3.5,4500,44384,1,0,0,3,12,3340,1160,1990,0,682505,76.2224,2540,26287
2025059150,20140702T000000,"9,000,000.00",4,1.75,1440,13296,1,0,0,4,8,1440,0,1967,0,682036,76.2957,3520,10802
2025059204,20140730T000000,"9,000,000.00",4,2.5,2480,12688,1,0,0,4,9,1820,660,1967,0,682304,76.3219,2910,11979
2025069037,20150210T000000,"9,000,000.00",4,2.5,3250,48037,1,0,2,3,8,2030,1220,1985,0,682039,76.3166,2970,48037
2025069065,20140929T000000,"9,000,000.00",4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,682011,76.2879,3120,18841
2025069140,20150317T000000,"9,000,000.00",3,2.5,2830,4334,3,1,4,3,10,2830,0,2006,0,682002,76.252453,2830,38211
2025600280,20150406T000000,"9,000,000.00",3,2,1420,9828,1,0,0,4,7,1420,0,1990,0,683561,76.3946,1550,7227
2025701360,20141014T000000,"9,000,000.00",3,2.5,1510,6095,2,0,0,4,7,1510,0,1991,0,683573,76.3673,1520,6000
2050000020,20140624T000000,"9,000,000.00",4,3.75,3820,53574,1,0,0,3,10,3820,0,1994,0,682023,76.3192,3140,54014
2068000270,20140805T000000,"9,000,000.00",5,3,3850,14990,1,0,0,4,9,2290,1560,1964,0,682037,76.3333,3010,15001
2095600150,20141112T000000,"9,000,000.00",4,2.5,1790,4358,2,0,0,3,7,1790,0,1993,0,683573,76.3716,1790,4305
2102700025,20141009T000000,"9,000,000.00",5,3.25,4300,9270,2,0,3,3,10,2910,1390,1957,2009,682037,76.3382,2780,6610
2112700370,20140813T000000,"9,600,000.00",2,1,880,4000,1,0,0,4,6,880,0,1916,0,683572,76.4083,1430,4000
2113700780,20150113T000000,"9,600,000.00",3,1,1060,5000,1,0,0,3,7,1060,0,1958,0,683101,76.3651,1220,4600
2113700825,20140731T000000,"9,600,000.00",3,1,970,4700,1,0,0,4,6,720,250,1943,0,683572,76.4083,1560,4600
2114700040,20150414T000000,"9,600,000.00",3,2.75,1730,4131,2,0,2,3,7,1480,250,1975,0,683573,76.3714,1570,4120
2114700615,20140708T000000,"9,600,000.00",2,1,630,4200,1,0,0,3,6,630,0,1930,0,686681,76.4728,970,4200
2123049194,20150409T000000,"10,020,000.00",3,1.5,1370,10317,1.5,0,0,3,6,1370,0,1958,0,682020,76.3082638,1370,9884
2123049498,20150120T000000,"10,020,000.00",3,1.75,1370,10780,1,0,0,3,7,1370,0,1959,0,683572,76.3554,1370,10317
2124069115,20141021T000000,"10,020,000.00",4,4.25,4500,215186,2,0,3,3,11,2630,1870,2009,0,682002,76.257578,3030,25447
2124089028,20140714T000000,"10,020,000.00",3,1.75,1430,39160,1,0,0,3,7,900,530,1925,1987,682032,76.3082,1430,40860
2125049024,20140620T000000,"10,020,000.00",4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,0,682016,76.2854,2370,4760
2125049133,20141104T000000,"10,020,000.00",5,1.75,1920,6500,1,0,0,3,7,1260,660,1951,0,683516,76.1914,1970,5500
2125059013,20150420T000000,"10,040,000.00",5,3.5,4320,40816,2,0,0,4,11,4320,0,1997,0,682025,76.29035925,4320,44584
2125059112,20150326T000000,"10,040,000.00",5,2.5,3150,50094,2,0,0,4,9,3150,0,1969,0,682306,76.3360 ,3600,48787
2125059123,20150414T000000,"10,040,000.00",5,3.25,3950,44431,1,0,0,3,10,2100,1850,1969,0,682301,76.3544,3860,45870
2125059163,20140703T000000,"10,040,000.00",4,5,4110,43560,2,0,0,4,11,4110,0,1978,0,682039,76.3164,3650,43995
2125400160,20141114T000000,"10,040,000.00",3,1.75,1340,13241,1,0,2,3,7,1340,0,1985,0,683522,76.2035,2090,9704
2126049032,20140905T000000,"10,040,000.00",3,1.75,1330,9417,1,0,0,5,6,710,620,1936,0,682001,76.248145,1690,7937
2126059295,20140805T000000,"10,040,000.00",5,4.5,4280,8465,2,0,0,3,10,4280,0,2014,0,682026,76.2912,2990,11067
2128000160,20141204T000000,"10,040,000.00",4,1.75,2160,7700,2,0,0,2,8,2160,0,1977,0,683522,76.1928,2080,7700
2130700860,20150430T000000,"10,040,000.00",3,2,1540,8885,1.5,0,0,5,6,1540,0,1939,0,683561,76.3937,1730,5000
2138700345,20140818T000000,"10,040,000.00",4,2.5,2430,6325,2,0,0,4,8,2020,410,1919,0,683520,76.206,2340,4375
2141310490,20150102T000000,"10,040,000.00",3,2.25,1920,8412,1,0,2,3,8,1460,460,1977,0,683519,76.2422,2490,8700
2141330560,20140725T000000,"10,040,000.00",4,2.25,2130,8410,2,0,0,4,8,2130,0,1977,0,683519,76.2422,2170,8400
2143700406,20141211T000000,"10,040,000.00",3,2.25,2000,7560,1,0,0,3,7,1400,600,1979,0,682032,76.3153,2040,6949
2154500060,20141203T000000,"10,040,000.00",5,3,4290,17100,1,0,3,3,9,2480,1810,1972,2007,682005,76.26411669,3550,16988
2154970020,20140703T000000,"10,050,000.00",4,4.25,5010,19412,2,0,1,3,11,4000,1010,2014,0,682011,76.2862,3820,17064
2162000160,20150303T000000,"10,050,020.00",3,2.25,2950,15207,1,0,0,4,10,2070,880,1966,0,683520,76.25515,2950,22000
2163900081,20150220T000000,"10,051,000.00",3,2.5,1990,1891,3,0,0,3,9,1990,0,2012,0,682008,76.273,1990,3600
2175100055,20141230T000000,"10,054,000.00",5,5,4930,14649,2,0,3,3,11,4160,770,2000,0,682005,76.26441257,3030,8479
2175100205,20150323T000000,"10,055,500.00",5,2.25,2690,10800,1,0,3,4,8,2020,670,1956,0,682013,76.2942,3380,9134
2175100270,20140604T000000,"10,060,000.00",3,1.75,2640,8000,1,0,3,4,9,1320,1320,1960,0,682036,76.2927,2740,6000
2201500680,20150305T000000,"10,060,000.00",3,1.75,1480,8667,1,0,0,5,7,740,740,1954,0,683513,76.2333,1600,10644
2206500550,20141117T000000,"10,060,000.00",3,1,1040,9800,1,0,0,4,7,1040,0,1955,0,686681,76.6911,1280,8880
2206700215,20140822T000000,"10,551,000.00",4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,682001,76.28135187,1300,9572
2207500695,20150304T000000,"10,554,000.00",4,2.5,2960,4760,2,0,0,3,8,2160,800,1900,0,682304,76.3219,1600,4760
2210500010,20140930T000000,"10,554,000.00",7,4.25,4670,23115,2,0,2,3,11,4670,0,1992,0,682018,76.2783,3240,13912
2211700160,20140512T000000,"10,558,000.00",3,1.5,1770,17208,1,0,0,3,8,1160,610,1959,0,683517,76.2642,2450,17118
2212700180,20150319T000000,"10,559,000.00",3,1.75,1460,10000,1,0,0,4,8,1460,0,1967,0,683573,76.3717,1930,14175
